-7742.6
-45407
28678
9645.4
5890.4
-0.050117
-3122.9
-14825
-0.039693
18192
0.0010126
0.017576
-40.817
-6580.2
-16681
-48025
24547
3309.3
7616.5
2169.6
0.01717
-12966
-55474
30085
20635
10488
-0.06963
-0.059119
-24759
-92171
50258
21833
6246
2660.2
0.0090881
-33852
-1.2387e+05
52037
9226.5
10460
0.0013373
-17832
-51458
-1576.3
44736
-0.0015462
446.6
0.0030826
-97.166
-33705
0.0023266
44760
8130.1
3608.1
-0.0041275
-2266.5
-23265
-90610
-79038
51337
11304
2860.7
0.0087402
-13387
-58461
23009
0.010555
0.010428
