95892
89696
83919
78351
74599
72463
71100
69703
67751
65289
63370
62531
62226
62086
61755
60978
59013
56706
55982
56830
58757
61091
63122
63694
63487
65135
68906
73821
78837
83071
84843
85431
88944
95360
1.0314e+05
1.1095e+05
1.174e+05
1.1996e+05
1.1989e+05
1.2207e+05
1.2681e+05
1.3272e+05
1.3786e+05
1.4056e+05
1.4083e+05
1.4154e+05
1.4417e+05
1.4739e+05
1.5023e+05
1.5197e+05
1.5183e+05
1.4977e+05
1.4804e+05
1.4799e+05
1.4844e+05
1.4824e+05
1.4658e+05
1.4289e+05
1.3588e+05
1.2469e+05
1.129e+05
1.0492e+05
1.0031e+05
97423
94722
90414
84810
80136
